X,Y,FID,OBJECTID,ID,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,COUNTY,FIPS,NAICSCODE,NAICSDESCR,LONGITUDE,LATITUDE,GEOPREC,PHONELOC,STATE_ID,FDID,LEVEL_,SPECIALTY,EMSLICENSE,FRST,PERM_ID,GNIS_ID,EMERGTEL,TELEPHONE,EMERPHONE,DIRECTIONS,EMERGTITLE,NAME,OWNER,GlobalID
-9228493.186,4388252.147,24429,24423,10573950,FAIRVIEW ROAD,NOT AVAILABLE,DUFFIELD,VA,24244,N/A,SCOTT,51169,922160,FIRE AND RESCUE SERVICE,-82.9009648,36.6342811,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 940-4030,NOT AVAILABLE,SOUTH SIDE OF FAIRVIEW ROAD LESS THEN 0.10 MILE EAST OF STATE HIGHWAY 622.,NOT AVAILABLE,DUFFIELD VOLUNTEER FIRE AND RESCUE STATION 2,NOT AVAILABLE,594a7092-6157-4e64-bce0-fa4804d490e5
-9217224.251,4401374.347,24430,24424,10505149,1326 INDUSTRIAL PARK DRIVE,NOT AVAILABLE,DUFFIELD,VA,24244,N/A,SCOTT,51169,922160,FIRE AND RESCUE SERVICE,-82.7997342,36.728816,ONENTITY,YES,NOT AVAILABLE,16901,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 431-2760,NOT AVAILABLE,NORTHERNMOST END OF INDUSTRIAL PARK DRIVE LESS THEN 0.10 MILE NE OF STATE HIGHWAY 879.,NOT AVAILABLE,DUFFIELD VOLUNTEER FIRE AND RESCUE STATION 1,NOT AVAILABLE,cbd34ded-2748-4c3a-a492-74b9a3896a77
-9180077.599,4415369.291,24431,24425,10574011,4TH AVENUE,NOT AVAILABLE,DUNGANNON,VA,24245,N/A,SCOTT,51169,621910,"AMBULANCE SERVICES, AIR OR GROUND",-82.4660402,36.8295103,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 467-2635,NOT AVAILABLE,SW CORNER OF EMMETT STREET AND 4TH AVENUE.,NOT AVAILABLE,SCOTT COUNTY LIFE SAVING CREW INCORPORATED,NOT AVAILABLE,bea894a0-230e-4985-b6e0-b185a5e0c9f0
-9062622.587,4407589.918,24464,24458,10510245,178 FLAT RIDGE ROAD,NOT AVAILABLE,SUGAR GROVE,VA,24375,3000,SMYTH,51173,621910,"AMBULANCE SERVICES, AIR OR GROUND",-81.4109238,36.7735537,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 677-3794,NOT AVAILABLE,ON THE SW SIDE OF FLAT RIDGE ROAD 0.1 MILE SE OF BONHAM DRIVE.,NOT AVAILABLE,SUGAR GROVE LIFE SAVING CREW INCORPORATED,NOT AVAILABLE,a7f4f08d-583f-4dc5-9647-fe7841cfb9a3
-9141372.957,4478727.827,24472,24466,10504798,23824 RIVERSIDE DRIVE,NOT AVAILABLE,GRUNDY,VA,24614,N/A,BUCHANAN,51027,922160,AMBULANCE AND FIRE SERVICE COMBINED,-82.1183505,37.28372,ONENTITY,YES,NOT AVAILABLE,2701,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 935-8471,NOT AVAILABLE,LOCATED ON THE NORTH SIDE OF THE INTERSECTION OF RIVERSIDE DRIVE AND HILL STREET ROAD.,NOT AVAILABLE,GRUNDY VOLUNTEER FIRE DEPARTMENT,NOT AVAILABLE,678dd4c1-3d4f-4fe8-a367-f078fef692b7
-9209310.235,4419884.707,24569,24563,10139350,1946 TATE SPRINGS ROAD,NOT AVAILABLE,BIG STONE GAP,VA,24219,N/A,WISE,51195,922160,AMBULANCE AND FIRE SERVICE COMBINED,-82.7286414,36.8619707,ONENTITY,YES,NOT AVAILABLE,19501,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 523-1804,NOT AVAILABLE,SE CORNER OF TATE SPRINGS ROAD AND EAST STONE GAP ROAD,NOT AVAILABLE,VALLEY VOLUNTEER FIRE DEPARTMENT,LOCAL,3fe90a6b-a65b-4347-b55b-ad086e739b2f
-9064037.582,4420509.245,24573,24567,10505166,5758 LEE HIGHWAY,NOT AVAILABLE,ATKINS,VA,24311,N/A,SMYTH,51173,922160,AMBULANCE AND FIRE SERVICE COMBINED,-81.423635,36.8664593,ONENTITY,YES,NOT AVAILABLE,17302,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 783-9200,NOT AVAILABLE,ON THE SW CORNER OF THE LEE HIGHWAY AND MULBERRY LANE INTERSECTION.,NOT AVAILABLE,ATKINS VOLUNTEER FIRE DEPARTMENT,LOCAL,013cc6f7-7403-41b6-9a86-b40d38bdf8a3
-9062622.555,4407589.804,24576,24570,10505171,164 FLAT RIDGE ROAD,NOT AVAILABLE,SUGAR GROVE,VA,24375,3000,SMYTH,51173,922160,AMBULANCE AND FIRE SERVICE COMBINED,-81.4109235,36.7735529,ONENTITY,YES,NOT AVAILABLE,17307,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 677-3100,NOT AVAILABLE,ON THE SW SIDE OF FLAT RIDGE ROAD 0.1 MILE SE OF BONHAM DRIVE.,NOT AVAILABLE,SUGAR GROVE VOLUNTEER FIRE DEPARTMENT,LOCAL,434bf314-627d-4fdb-87c9-c5b817d07180
-9084733.717,4385737.126,24577,24571,10139370,51 FIREHOUSE ROAD,NOT AVAILABLE,WHITETOP,VA,24292,N/A,GRAYSON,51077,922160,AMBULANCE AND FIRE SERVICE COMBINED,-81.6095515,36.6161491,ONENTITY,YES,NOT AVAILABLE,7704,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 388-3422,NOT AVAILABLE,LESS THEN 0.1 MILES SOUTH OF US-58 AND ON THE EAST SIDE OF FIREHOUSE ROAD.,NOT AVAILABLE,MOUNT ROGERS VOLUNTEER FIRE DEPARTMENT,LOCAL,8fc4e0af-f318-4e1e-b3da-686ec151c65b
-9102063.169,4422115.925,24578,24572,10505170,312 PALMER AVENUE,NOT AVAILABLE,SALTVILLE,VA,24370,N/A,SMYTH,51173,922160,AMBULANCE AND FIRE SERVICE COMBINED,-81.7652246,36.8780054,ONENTITY,YES,NOT AVAILABLE,17306,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 496-7113,NOT AVAILABLE,LOCATED ON THE WEST SIDE OF PALMER AVENUE APPROXIMATELY. 0.20 MILES SOUTH OF WEST MAIN STREET,NOT AVAILABLE,SALTVILLE VOLUNTEER FIRE DEPARTMENT,LOCAL,5d486892-e34c-4f5c-8f6f-c2a9273e047b
-9018642.806,4384712.749,24613,24607,10509855,47 CROSS ROADS DRIVE,NOT AVAILABLE,GALAX,VA,24333,3782,GRAYSON,51077,621910,"RESCUE SERVICES, MEDICAL",-81.0158467,36.6087627,BLOCKFACE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 236-8101,NOT AVAILABLE,ON THE NE SIDE OF CROSS ROADS DRIVE LESS THEN 0.1 MILE SE OF OLD BAYWOOD ROAD.,NOT AVAILABLE,BAYWOOD SEARCH AND RESCUE,NOT AVAILABLE,35ef90f4-2411-41dd-85e1-137ebdb299b3
-9033964.482,4386539.108,24614,24608,10510040,182 WEST MAIN STREET,NOT AVAILABLE,INDEPENDENCE,VA,24348,N/A,GRAYSON,51077,621910,"RESCUE SERVICES, MEDICAL",-81.1534837,36.6219314,BLOCKFACE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 773-3343,NOT AVAILABLE,ON THE SOUTH SIDE OF WEST MAIN STREET BETWEEN HACKLER LANE AND NORTH INDEPENDENCE AVENUE.,NOT AVAILABLE,INDEPENDENCE VOLUNTEER RESCUE SQUAD,NOT AVAILABLE,04ccf942-5f04-4cd0-a977-b0456ddc1beb
-9200266.71,4429237.655,24896,24079,10510145,1710 MAIN AVENUE SW,NOT AVAILABLE,NORTON,VA,24273,2214,NORTON (CITY),51720,621910,"RESCUE SERVICES, MEDICAL",-82.647402,36.9291633,BLOCKFACE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 679-0423,NOT AVAILABLE,ON THE NORTH SIDE OF MAIN AVENUE SW BETWEEN 0.1 AND 0.2 MILES EAST OF 18TH STREET SW,NOT AVAILABLE,NORTON RESCUE SQUAD,NOT AVAILABLE,92cad848-84bc-4f9e-acdb-8d75aa674b72
-9134947.966,4450081.669,24901,24084,10504801,1158 OLD GRISSOM CREEK ROAD,NOT AVAILABLE,HONAKER,VA,24260,N/A,BUCHANAN,51027,922160,AMBULANCE AND FIRE SERVICE COMBINED,-82.0606338,37.0786959,BLOCKFACE,YES,NOT AVAILABLE,2704,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 859-9413,NOT AVAILABLE,"LOCATED ON THE NORTH SIDE OF OLD GRISSOM CREEK ROAD, 0.20 MILE NE OF VA-80.",NOT AVAILABLE,COUNCIL VOLUNTEER FIRE DEPARTMENT,LOCAL,14112ed5-46cb-4742-9500-0b417170f1cc
-9054999.908,4481687.096,24904,24087,10505202,156 JOE HILL BALLPARK ROAD,NOT AVAILABLE,POCAHONTAS,VA,24635,N/A,TAZEWELL,51185,922160,AMBULANCE AND FIRE SERVICE COMBINED,-81.3424481,37.3048681,BLOCKFACE,YES,NOT AVAILABLE,18504,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 945-9599,NOT AVAILABLE,"LOCATED ON THE WEST SIDE OF JOE HILL BALLPARK ROAD, LESS THEN 0.1 MILES NORTH OF RAILROAD ALLEY.",NOT AVAILABLE,POCAHONTAS VOLUNTEER FIRE COMPANY,NOT AVAILABLE,2388225e-c63e-4eb9-8c0b-c150e2d54369
-9078018.788,4449912.241,24906,24089,10505214,8905 THOMPSON VALLEY ROAD,NOT AVAILABLE,TAZEWELL,VA,24651,N/A,TAZEWELL,51185,922160,FIRE AND RESCUE SERVICE,-81.5492303,37.0774817,ONENTITY,NO,NOT AVAILABLE,18516,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 988-4435,NOT AVAILABLE,"LOCATED ON THE WEST SIDE OF THOMPSON VALLEY ROAD, ABOUT 0.1 MILES SOUTH OF BF BUCHANAN HIGHWAY.",NOT AVAILABLE,THOMPSON VALLEY VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD,LOCAL,3be3e53d-db78-40fa-a8aa-fb4803b0350d
-9074911.898,4434574.371,24925,24108,10573802,191 OLD WILDERNESS ROAD,NOT AVAILABLE,SALTVILLE,VA,24370,N/A,SMYTH,51173,621910,"RESCUE SERVICES, MEDICAL",-81.5213206,36.9674763,ONENTITY,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 496-4531,NOT AVAILABLE,ON THE SE SIDE OF OLD WILDERNESS ROAD BETWEEN 0.5 AND 0.4 MILE SE OF VA-16.,NOT AVAILABLE,SALTVILLE RESCUE SQUAD - SUBSTATION,NOT AVAILABLE,fca73589-6a23-471e-8dda-0c7ae288481d
-9075091.221,4415695.07,24951,24134,10505168,231 WEST MAIN STREET,NOT AVAILABLE,MARION,VA,24354,2530,SMYTH,51173,922160,AMBULANCE AND FIRE SERVICE COMBINED,-81.5229315,36.8318527,ONENTITY,YES,NOT AVAILABLE,17304,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 783-0916,NOT AVAILABLE,ON THE WEST CORNER OF THE WEST MAIN STREET AND NORTH JONES STREET INTERSECTION.,NOT AVAILABLE,MARION VOLUNTEER FIRE DEPARTMENT,NOT AVAILABLE,8a3fd10f-ac87-41db-9a07-fa2b3a462819
-9081368.742,4409332.73,24954,24137,10505165,104 THOMAS BRIDGE ROAD,NOT AVAILABLE,MARION,VA,24354,6459,SMYTH,51173,922160,AMBULANCE AND FIRE SERVICE COMBINED,-81.5793234,36.7860932,ONENTITY,YES,NOT AVAILABLE,17301,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 783-6444,NOT AVAILABLE,ON THE SW SIDE OF THOMAS BRIDGE ROAD 0.3 MILES SE OF ADWOLFE ROAD.,NOT AVAILABLE,ADWOLFE VOLUNTEER FIRE DEPARTMENT INCORPORATED,LOCAL,2a404eff-2ab1-46f2-8f7e-318a5e592d99
-9126718.091,4474683.873,24955,24138,10504807,1108 PATTERSON ROAD,NOT AVAILABLE,OAKWOOD,VA,24631,N/A,BUCHANAN,51027,922160,FIRE AND RESCUE SERVICE,-81.9867035,37.2548107,ONENTITY,YES,NOT AVAILABLE,2710,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 259-7722,NOT AVAILABLE,"LOCATED ON THE SW SIDE OF VA-641, LESS THEN 0.1 MILES SE OF VA-638.",NOT AVAILABLE,PATTERSON VOLUNTEER FIRE DEPARTMENT / PATTERSON RESCUE SQUAD,LOCAL,5d637e18-882f-41c9-9122-753804b49b1c
-9100551.139,4424433.57,24959,24142,10510204,126 BATTLEGROUND AVENUE,NOT AVAILABLE,SALTVILLE,VA,24370,N/A,SMYTH,51173,621910,"RESCUE SERVICES, MEDICAL",-81.7516418,36.8946576,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 496-4531,NOT AVAILABLE,ON THE SW SIDE OF BATTLEGROUND AVENUE 0.2 MILES NW OF EAST MAIN STREET.,NOT AVAILABLE,SALTVILLE RESCUE SQUAD,NOT AVAILABLE,ec4b7318-b5a0-45d2-89fc-484d70ea1296
-9127429.211,4398574.948,24969,24152,10509758,618 CAMPUS DRIVE,NOT AVAILABLE,ABINGDON,VA,24210,N/A,WASHINGTON,51191,621910,"AMBULANCE SERVICES, AIR OR GROUND",-81.9930917,36.7086584,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 669-1117,NOT AVAILABLE,SE SIDE OF CAMPUS DRIVE APPROXIMATELY 0.2 MILES SW OF RUSSEL ROAD NW,NOT AVAILABLE,ABINGDON AMBULANCE SERVICE,COMMERCIAL,c36c721f-498a-490f-b7cb-14b014d42dc5
-9074730.455,4415490.372,25003,24186,10510097,230 SOUTH PARK STREET,NOT AVAILABLE,MARION,VA,24354,2929,SMYTH,51173,621910,"AMBULANCE SERVICES, AIR OR GROUND",-81.5196907,36.8303809,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 783-4526,NOT AVAILABLE,ON THE SW SIDE OF SOUTH PARK STREET. BETWEEN MILLER AVENUE AND WEST HIGH STREET.,NOT AVAILABLE,MARION LIFE SAVING CREW INCORPORATED,NOT AVAILABLE,88c93ec1-33d8-4d9f-be1f-96db3e0cdd48
-9192987.507,4435794.694,25004,24187,10505240,307 NORTON ROAD,NOT AVAILABLE,WISE,VA,24293,N/A,WISE,51195,922160,AMBULANCE AND FIRE SERVICE COMBINED,-82.5820118,36.9762345,ONENTITY,YES,NOT AVAILABLE,19590,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 328-6715,NOT AVAILABLE,ON THE NW SIDE OF NORTON ROAD BETWEEN CHESTNUT LANE AND HOTEL AVENUE SE,NOT AVAILABLE,WISE VOLUNTEER FIRE DEPARTMENT,LOCAL,895c9ef7-1bd1-42e4-b739-8504bb221990
-9179599.877,4431296.775,25011,24194,10167086,611 2ND STREET NE,NOT AVAILABLE,COEBURN,VA,24230,4126,WISE,51195,621910,"RESCUE SERVICES, MEDICAL",-82.4617487,36.9439483,BLOCKFACE,N/A,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 395-2344,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COEBURN RESCUE SQUAD,NOT AVAILABLE,1ee2f823-1b52-4d53-801d-734cddda8aaf
-9179218.94,4459867.835,25012,24195,10509953,142 MAIN STREET,NOT AVAILABLE,CLINTWOOD,VA,24228,N/A,DICKENSON,51051,621910,"AMBULANCE SERVICES, AIR OR GROUND",-82.4583267,37.1487993,BLOCKFACE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 926-8896,NOT AVAILABLE,LOCATED ON THE SE SIDE OF MAIN STREET BETWEEN JONAH MULLINS DRIVE AND VOLUNTEER AVENUE.,NOT AVAILABLE,DICKENSON COUNTY AMBULANCE SERVICE,COMMERCIAL,658ac3e6-e629-4400-bec4-591e5699c4eb
-9134918.912,4425583.19,25013,24196,10510113,1545 EAST MAIN STREET,NOT AVAILABLE,LEBANON,VA,24266,N/A,RUSSELL,51167,621910,"AMBULANCE SERVICES, AIR OR GROUND",-82.0603728,36.9029163,BLOCKFACE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 889-3099,NOT AVAILABLE,SE SIDE OF MAIN STREET BETWEEN PITTSTON ROAD AND HABOR DRIVE.,NOT AVAILABLE,MERCY AMBULANCE SERVICE,COMMERCIAL,37f722ac-5e67-454c-89a1-47baea170298
