X,Y,SHELTER_ID,SHELTER_NAME,ADDRESS_1,CITY,COUNTY_PARISH,FIPS_CODE,STATE,ZIP,MAIL_ADDR_SAME_AS_PHYS_ADDR,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_COUNTY_PARISH,MAILING_STATE,MAILING_ZIP,FACILITY_USAGE_CODE,EVACUATION_CAPACITY,POST_IMPACT_CAPACITY,ADA_COMPLIANT,WHEELCHAIR_ACCESSIBLE,PET_ACCOMMODATIONS_CODE,PET_ACCOMMODATIONS_DESC,GENERATOR_ONSITE,SELF_SUFFICIENT_ELECTRICITY,LATITUDE,LONGITUDE,IN_100_YR_FLOODPLAIN,IN_500_YR_FLOODPLAIN,IN_SURGE_SLOSH_AREA,PRE_LANDFALL_SHELTER,SHELTER_CODE,ORG_ORGANIZATION_ID,ORG_ORGANIZATION_NAME,ORG_MAIN_PHONE,ORG_FAX,ORG_EMAIL,ORG_HOTLINE_PHONE,ORG_OTHER_PHONE,ORG_ADDRESS,ORG_CITY,ORG_STATE,ORG_ZIP,ORG_POC_NAME,ORG_POC_PHONE,ORG_POC_AFTER_HOURS_PHONE,ORG_POC_EMAIL,ORG_HOURS_OF_OPERATION,POPULATION_CODE,INCIDENT_ID,SHELTER_STATUS_CODE,SHELTER_OPEN_DATE,SHELTER_CLOSED_DATE,REPORTING_PERIOD,GENERAL_POPULATION,MEDICAL_NEEDS_POPULATION,OTHER_POPULATION,OTHER_POPULATION_DESCRIPTION,TOTAL_POPULATION,PET_POPULATION,INCIDENT_NUMBER,INCIDENT_NAME,INCIDENT_CODE,OBJECTID,SCORE,STATUS,MATCH_TYPE,LOC_NAME,GEOX,GEOY,FACILITY_TYPE,SUBFACILITY_CODE,DATA_SOURCE_ID
-77.62937611,38.11934955,326175,BERKELEY ELEMENTARY SCHOOL,5979 PARTLOW RD,SPOTSYLVANIA,SPOTSYLVANIA, ,VA,22553,NO, , , , , , ,EVAC,425,212, ,YES, , , , ,38.11934955,-77.62937611, , ,YES, ,OTHER,121743,RAPPAHONNOCK AREA CHAPTER, , , , , ,11047 PIERSON DR,FREDERICKSBURG,VA,22408, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,1781,100,M,A,Street,-77.62937611,38.11934955,SHELTER,OTHER,0
-78.96540892,38.3908189,326596,TURNER ASHBY HIGH SCHOOL,800 N MAIN ST,BRIDGEWATER,ROCKINGHAM, ,VA,22812,NO, , , , , , ,EVAC,980,490, ,YES, , , , ,38.3908189,-78.96540892, , , , ,OTHER,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,2243,100,M,A,Street,-78.96540892,38.3908189,SHELTER,OTHER,0
-77.53949787,37.7915107,326488,Patrick Henry High School,12449 W PATRICK HENRY RD,ASHLAND,HANOVER, ,VA,23005,NO, , , , , , ,BOTH,760,380, , , , ,YES, ,37.7915107,-77.53949787, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,2246,100,M,A,Street,-77.53949787,37.7915107,SHELTER,GENPOPSHEL,0
-76.8000753,37.37773263,326593,Toano Middle School,7817 RICHMOND RD,TOANO,JAMES CITY, ,VA,23168,NO, , , , , , ,EVAC,0,300, ,YES, , , , ,37.37773263,-76.8000753, , , , ,GENERAL,121316,COLONIAL VIRGINIA CHAPTER, , , , , ,1317 JAMESTOWN RD SUITE 105,WILLIAMSBURG,VA,23185, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,2537,100,M,A,Street,-76.8000753,37.37773263,SHELTER,GENPOPSHEL,0
-77.817897,38.874621,344385,Marshall Middle School,4048 Zulla Rd.,MARSHALL,FAUQUIER,,VA,20116,YES,,,,,,,BOTH,292,146,,YES,,,NO,NO,38.874621,-77.817897,NO,,NO,,,,,,,,,,,,,,,,,,,,,CLOSED,,,,,,,,,,,,,2675,,,,GPS,-77.817897,38.874621,SHELTER,GENPOPSHEL,101
-79.91396883,37.40548571,330439,Lord Botetourt High School,1435 Roanoke Road,DALEVILLE,BOTETOURT, ,VA,24083,YES,1435 Roanoke Road, ,DALEVILLE, ,VA,24083,BOTH,280,140, , , , ,NO,NO,37.40548571,-79.91396883,NO, ,NO, ,GENERAL,122066,Roanoke Valley Red Cross,5409853535,5409853010, , , ,352 Church Avenue,Roanoke,VA,24016, , , , ,8 am to 5 pm,GENERAL,0,CLOSED,2020/06/30 12:00:00+00,, ,0,0,0, ,0,0, , , ,2691,100,M,A,Street,-79.91396883,37.40548571,SHELTER,GENPOPSHEL,0
-77.79957281,37.24572115,335784,Manassa Hill Baptist Church,11741 Namozine Rd.,AMELIA,AMELIA, ,VA,23002,NO,P.O. Box 868,Amelia,AMELIA, ,VA,23002,BOTH,104,52, , , , , , ,37.24572115,-77.79957281, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,2721,84,M,A,Street,-77.79957281,37.24572115,SHELTER,GENPOPSHEL,0
-77.45924237,37.54552814,335785,Fifth Baptist Church,1415 W. Cary St.,RICHMOND,RICHMOND CITY, ,VA,23220,YES,1415 W. Cary St.,Richmond,RICHMOND, ,VA,23220,BOTH,225,112, , , , , , ,37.54552814,-77.45924237, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,2013/01/15 00:00:00+00,2013/01/24 00:00:00+00, ,0,0,0, ,0,0, , , ,2722,100,M,A,Street,-77.45924237,37.54552814,SHELTER,GENPOPSHEL,0
-77.60290907,37.52518547,335786,St. Mathias Episcopal Church,11300 Huguenot Road,MIDLOTHIAN,CHESTERFIELD, ,VA,23113,YES,11300 Huguenot Road,Midlothian,MIDLOTHIAN, ,VA,23113,BOTH,168,84, , , , , , ,37.52518547,-77.60290907, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,2748,87,M,A,Street,-77.60290907,37.52518547,SHELTER,GENPOPSHEL,0
-77.49892046,37.68772894,335789,Hunton Baptist Church,11660 Greenwood Road,GLENALLEN,HENRICO, ,VA,23059,YES,11660 Greenwood Road,Glen Allen,GLENALLEN, ,VA,23059,BOTH,421,210, , , , , , ,37.68772894,-77.49892046, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,,CLOSED,,,,,,,,,,,,,2751,90,M,A,Street,-77.49892046,37.68772894,SHELTER,GENPOPSHEL,0
-77.34302299,38.05422065,326192,BOWLING GREEN ELEMENTARY SCHOOL,16261 RICHMOND TPKE,Bowling Green,Caroline, ,VA,22427,NO, , , , , , ,EVAC,307,153, ,YES, , ,YES, ,38.05422065,-77.34302299, , , , ,OTHER,121743,RAPPAHONNOCK AREA CHAPTER, , , , , ,11047 PIERSON DR,FREDERICKSBURG,VA,22408, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,2772,100,M,A,Street,-77.34302299,38.05422065,SHELTER,OTHER,0
-76.25008592,36.75961061,326166,B M Williams Primary School,1100 BATTLEFIELD BLVD N,CHESAPEAKE,CHESAPEAKE CITY, ,VA,23320,YES, , , , , , ,POST,0,60, , , , , , ,36.75961061,-76.25008592, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,,CLOSED,,,,,,,,,,,,,2878,100,M,A,Street,-76.25008592,36.75961061,SHELTER,GENPOPSHEL,0
-76.12341,36.76835,344336,New Castle Elementary,3828 Elbow Rd,VIRGINIA BEACH,VIRGINIA BEACH CITY,,VA,23456,YES,,,,,,,POST,0,1100,,,,,,,36.76835,-76.12341,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,,,,,,,,,,,3003,,,,GPS,-76.12341,36.76835,SHELTER,GENPOPSHEL,101
-80.7382874,36.76865779,334571,Carroll County Middle School,1036 North Main Street,HILLSVILLE,CARROLL, ,VA,24343,YES,1036 North Main Street, ,HILLSVILLE, ,VA,24343,BOTH,7800,3900, , , , , , ,36.76865779,-80.7382874,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,2013/01/18 00:00:00+00,, ,0,0,0, ,0,0, , , ,3020,100,M,A,Street,-80.7382874,36.76865779,SHELTER,GENPOPSHEL,0
-80.81903753,36.72738791,334572,Woodlawn Intermediate School,745 Woodlawn Road,WOODLAWN,CARROLL, ,VA,24381,YES,745 Woodlawn Road, ,WOODLAWN, ,VA,24381,BOTH,4838,2419, , , , , , ,36.72738791,-80.81903753,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3021,100,M,A,Street,-80.81903753,36.72738791,SHELTER,GENPOPSHEL,0
-77.60629951,37.64913903,335780,Pocahontas Middle School,12000 Three Chopt Road,HENRICO,HENRICO, ,VA,23233,YES,12000 Three Chopt Road,Richmond,HENRICO, ,VA,23233,BOTH,363,181, , , , , , ,37.64913903,-77.60629951, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3022,84,M,A,Street,-77.60629951,37.64913903,SHELTER,GENPOPSHEL,0
-76.37754683,36.85074791,334373,YMCA of Portsmouth,4900 High St,PORTSMOUTH,PORTSMOUTH CITY, ,VA,23703,YES,4900 High St, ,PORTSMOUTH, ,VA,23703,BOTH,37,18, ,YES, , ,NO,NO,36.85074791,-76.37754683,NO, ,NO, ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3033,86,M,A,Street,-76.37754683,36.85074791,SHELTER,GENPOPSHEL,0
-80.70307895,36.69779122,334573,Fancy Gap Elementary School,63 Winding Ridge Road,FANCY GAP,CARROLL, ,VA,24328,YES,63 Winding Ridge Road, ,FANCY GAP, ,VA,24328,BOTH,2010,1005, , , , , , ,36.69779122,-80.70307895,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3053,100,M,A,Street,-80.70307895,36.69779122,SHELTER,GENPOPSHEL,0
-80.61065562,36.68737707,334574,Gladesboro Elementary School,7845 Snake Creek Road,HILLSVILLE,CARROLL, ,VA,24343,YES,7845 Snake Creek Road, ,HILLSVILLE, ,VA,24343,BOTH,1777,888, , , , , , ,36.68737707,-80.61065562,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3054,100,M,A,Street,-80.61065562,36.68737707,SHELTER,GENPOPSHEL,0
-80.3840107,36.7361054,344337,Meadows of Dan Community Building,2883 JEB Stuart Hwy,MEADOWS OF DAN,PATRICK,,VA,24120,YES,,,,,,,BOTH,35,25,,,,,,,36.7361054,-80.3840107,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,,,,,,,,,,,3090,,,,GPS,-80.3840107,36.7361054,SHELTER,GENPOPSHEL,101
-76.26866591,36.85018134,333618,Brambleton Community Outreach Center,909 Marshall Ave,NORFOLK,NORFOLK CITY, ,VA,23504,YES,909 Marshall Ave, ,NORFOLK, ,VA,23504,POST,0,50, , , , , , ,36.85018134,-76.26866591, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3111,100,M,A,Street,-76.26866591,36.85018134,SHELTER,GENPOPSHEL,0
-79.62040314,37.24133246,334132,STAUNTON RIVER HIGH SCHOOL,1 GOLDEN EAGLE DRIVE,MONETA,BEDFORD, ,VA,24121,YES,1 GOLDEN EAGLE DRIVE,MONETA,MONETA, ,VA,24121,BOTH,921,307, , , , ,YES,NO,37.24133246,-79.62040314, , , , ,GENERAL,121485,HISTORIC VIRGINIA CHAPTER, , , , , ,403 OLEY ST,BEDFORD,VA,24523, , , , ,8,GENERAL,,CLOSED,,,,,,,,,,,,,3154,100,M,A,Street,-79.62040314,37.24133246,SHELTER,GENPOPSHEL,0
-77.37649575,37.47516518,335781,Rolfe Middle School,6901 Messer Rd.,HENRICO,HENRICO, ,VA,23231,YES,6901 Messer Rd.,Richmond,HENRICO, ,VA,23231,BOTH,297,148, , , , , , ,37.47516518,-77.37649575, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,2020/10/29 12:00:00+00,, ,0,0,0, ,0,0, , , ,3200,84,M,A,Street,-77.37649575,37.47516518,SHELTER,GENPOPSHEL,0
-77.92187161,37.36082538,335783,Arbor Baptist Church,13701 Butlers Rd,AMELIA,AMELIA, ,VA,23002,YES,13701 Butlers Rd,Amelia,AMELIA, ,VA,23002,BOTH,308,154, , , , , , ,37.36082538,-77.92187161, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,,CLOSED,,,,,,,,,,,,,3201,84,M,A,Street,-77.92187161,37.36082538,SHELTER,GENPOPSHEL,0
-82.57681639,36.9855293,335418,Central High School,5000 Warrior Drive,NORTON,WISE, ,VA,24273,YES,716 Birchfield Road, ,WISE, ,VA,24293,BOTH,110,55, ,YES, , ,NO,NO,36.9855293,-82.57681639,NO, ,NO, ,GENERAL-FUNCTIONAL-MEDICAL,121633,MOUNTAIN EMPIRE CHAPTER, , , , , ,14298 LEE HIGHWAY,BRISTOL,VA,24202, , , , ,5-Aug,GENERAL-MEDICAL-FUNCTIONAL,5089,CLOSED,2015/03/04 00:00:00+00,2015/03/04 00:00:00+00,MIDDAY,0,,,,0,,57415,Virginia 2/15 Winter Storm,UNK,3311,100,M,A,Street,-82.57681639,36.9855293,SHELTER,GENPOPSHEL,0
-81.15437673,36.62184347,334474,Independence First United Methodist Church,171 West Main Street,INDEPENDENCE,GRAYSON, ,VA,24348,YES,171 West Main Street, ,INDEPENDENCE, ,VA,24348,BOTH,200,100, , , , ,NO,NO,36.62184347,-81.15437673,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3353,100,M,A,Street,-81.15437673,36.62184347,SHELTER,GENPOPSHEL,0
-76.21328566,36.845325,333332,Poplar Halls Elementary,5523 Pebble Lane,NORFOLK,NORFOLK CITY, ,VA,23502,YES,5523 Pebble Lane, ,NORFOLK, ,VA,23502,POST,0,100, , , , , , ,36.845325,-76.21328566, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3355,100,M,A,Street,-76.21328566,36.845325,SHELTER,GENPOPSHEL,0
-76.23926707,36.85373366,333333,Ingleside Elementary,976 Ingleside Rd,NORFOLK,NORFOLK CITY, ,VA,23502,YES,976 Ingleside Rd, ,NORFOLK, ,VA,23502,POST,0,100, , , , , , ,36.85373366,-76.23926707, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3356,100,M,A,Street,-76.23926707,36.85373366,SHELTER,GENPOPSHEL,0
-78.01117429,38.44551566,333768,A G Rishardson Elementary School,18370 Simms Drive,CULPEPER,CULPEPER, ,VA,22701,NO, , , , ,VA,22701,BOTH,100,50, , , , , , ,38.44551566,-78.01117429, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,3369,100,M,A,Street,-78.01117429,38.44551566,SHELTER,GENPOPSHEL,0
-76.2840713,36.83080994,333335,St Helena Elementary,903 S Main St,NORFOLK,NORFOLK CITY, ,VA,23523,YES,903 S Main St, ,NORFOLK, ,VA,23523,POST,0,100, , , , , , ,36.83080994,-76.2840713, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3457,100,T,A,Street,-76.2840713,36.83080994,SHELTER,GENPOPSHEL,0
-81.97345225,36.71133501,335411,Abingdon United Methodist Church,107 East Main Street,ABINGDON,WASHINGTON, ,VA,24210,NO,107 East Main Street, ,ABINGDON, ,VA,24210,BOTH,150,75, ,YES, , ,NO,NO,36.71133501,-81.97345225,NO, ,NO, ,GENERAL-FUNCTIONAL-MEDICAL,121633,MOUNTAIN EMPIRE CHAPTER, , , , , ,14298 LEE HIGHWAY,BRISTOL,VA,24202, , , , ,5-Aug,GENERAL-MEDICAL-FUNCTIONAL,731,CLOSED,2020/03/02 12:00:00+00,2012/03/03 00:00:00+00,OVERNIGHT,5,,,,5,,3/2/12,VA3/12 Flood/Toranadoes-Washington,FLT,3496,100,M,A,Street,-81.97345225,36.71133501,SHELTER,GENPOPSHEL,0
-80.73903384,36.75921491,334483,Grover King VFW Post 1115,701 West Stuart Drive,HILLSVILLE,CARROLL, ,VA,24343,NO,PO Box 1952, ,HILLSVILLE, ,VA,24343,BOTH,87,43, , , , , , ,36.75921491,-80.73903384,NO, ,NO, ,GENERAL-FUNCTIONAL-MEDICAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL-MEDICAL-FUNCTIONAL,0,CLOSED,2018/09/12 00:00:00+00,, ,0,0,0, ,0,0, , , ,3560,100,M,A,Street,-80.73903384,36.75921491,SHELTER,GENPOPSHEL,0
-76.21130715,36.91353857,333327,Azalea Garden Middle School,7721 Azalea Garden Rd,NORFOLK,NORFOLK CITY, ,VA,23518,YES,7721 Azalea Garden Rd, ,NORFOLK, ,VA,23518,POST,0,100, , , , , , ,36.91353857,-76.21130715, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3599,100,M,A,Street,-76.21130715,36.91353857,SHELTER,GENPOPSHEL,0
-76.30125734,36.89137928,333329,Larchmont Elementary,1145 Bolling Ave,NORFOLK,NORFOLK CITY, ,VA,23508,YES,1145 Bolling Ave, ,NORFOLK, ,VA,23508,POST,0,100, , , , , , ,36.89137928,-76.30125734, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,3601,100,M,A,Street,-76.30125734,36.89137928,SHELTER,GENPOPSHEL,0
